model,chunk_size,chunk_overlap,query_id,query,family,language,extra_docs,trial,top1_score,top10_mean_score,iaea_priority_top10,first_iaea_rank
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,8,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,9,0.3186507523059845,0.24195095896720886,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,0,0.3186507523059845,0.23670551180839539,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,1,0.3186507523059845,0.24195095896720886,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,2,0.3186507523059845,0.24195095896720886,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,3,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,4,0.3186507523059845,0.23692376911640167,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,5,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,6,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,7,0.3186507523059845,0.23692376911640167,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,8,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,9,0.3186507523059845,0.23692376911640167,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,0,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,1,0.3186507523059845,0.23692376911640167,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,2,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,3,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,4,0.3186507523059845,0.2366306036710739,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,5,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,6,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,7,0.3186507523059845,0.24195095896720886,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,8,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,9,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,0,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,1,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,2,0.3186507523059845,0.24195095896720886,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,3,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,4,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,5,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,6,0.3186507523059845,0.2366306036710739,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,7,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,8,0.3186507523059845,0.24195095896720886,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,9,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,0,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,1,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,2,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,3,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,4,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,5,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,6,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,7,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,8,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,9,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,0,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,1,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,2,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,3,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,4,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,5,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,6,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,7,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,8,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,9,0.3186507523059845,0.24280807375907898,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,0,0,0.6124016046524048,0.4675292372703552,1.0,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,5,0,0.6124016046524048,0.46816807985305786,0.9,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,5,1,0.6124016046524048,0.5086561441421509,0.2,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,5,2,0.6124016046524048,0.4849333167076111,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,5,3,0.6124016046524048,0.46816807985305786,0.9,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,5,4,0.6124016046524048,0.48008713126182556,0.5,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,5,5,0.6124016046524048,0.4675292372703552,1.0,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,5,6,0.6124016046524048,0.4973483681678772,0.3,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,5,7,0.6124016046524048,0.5152378082275391,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,5,8,0.6124016046524048,0.5189857482910156,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,5,9,0.6124016046524048,0.4715217053890228,0.8,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,10,0,0.6124016046524048,0.5001736283302307,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,10,1,0.6124016046524048,0.5361665487289429,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,10,2,0.6124016046524048,0.5824410319328308,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,10,3,0.6124016046524048,0.5190819501876831,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,10,4,0.6124016046524048,0.5765848159790039,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,10,5,0.6124016046524048,0.5765848159790039,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,10,6,0.6124016046524048,0.505429744720459,0.2,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,10,7,0.6124016046524048,0.4900938868522644,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,10,8,0.6124016046524048,0.5765848159790039,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,10,9,0.6124016046524048,0.48429661989212036,0.4,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,15,0,0.6124016046524048,0.5823378562927246,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,15,1,0.6124016046524048,0.529077410697937,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,15,2,0.6124016046524048,0.5145129561424255,0.2,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,15,3,0.6124016046524048,0.4973483681678772,0.3,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,15,4,0.6124016046524048,0.524110734462738,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,15,5,0.6124016046524048,0.5272809863090515,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,15,6,0.6124016046524048,0.5136591196060181,0.3,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,15,7,0.6124016046524048,0.5221887230873108,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,15,8,0.6124016046524048,0.5411844253540039,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,15,9,0.6124016046524048,0.5345490574836731,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,20,0,0.6124016046524048,0.531113862991333,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,20,1,0.6124016046524048,0.5282658338546753,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,20,2,0.6124016046524048,0.5228129625320435,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,20,3,0.6124016046524048,0.5170770883560181,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,20,4,0.6124016046524048,0.5824410319328308,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,20,5,0.6124016046524048,0.5396076440811157,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,20,6,0.6124016046524048,0.5277257561683655,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,20,7,0.6124016046524048,0.5795252919197083,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,20,8,0.6124016046524048,0.5204276442527771,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,20,9,0.6124016046524048,0.5781118273735046,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,25,0,0.6124016046524048,0.5837513208389282,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,25,1,0.6124016046524048,0.5328834652900696,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,25,2,0.6124016046524048,0.5824410319328308,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,25,3,0.6124016046524048,0.5338867902755737,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,25,4,0.6124016046524048,0.5231496095657349,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,25,5,0.6124016046524048,0.579422116279602,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,25,6,0.6124016046524048,0.5440056920051575,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,25,7,0.6124016046524048,0.5765848159790039,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,25,8,0.6124016046524048,0.5331727266311646,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,25,9,0.6124016046524048,0.5795252919197083,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,30,0,0.6124016046524048,0.5205696225166321,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,30,1,0.6124016046524048,0.5302866101264954,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,30,2,0.6124016046524048,0.5823378562927246,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,30,3,0.6124016046524048,0.5837513208389282,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,30,4,0.6124016046524048,0.5389519929885864,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,30,5,0.6124016046524048,0.5837513208389282,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,30,6,0.6124016046524048,0.5824410319328308,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,30,7,0.6124016046524048,0.5795252919197083,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,30,8,0.6124016046524048,0.5493760704994202,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,30,9,0.6124016046524048,0.5411844253540039,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,35,0,0.6124016046524048,0.5837513208389282,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,35,1,0.6124016046524048,0.5837513208389282,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,35,2,0.6124016046524048,0.54085373878479,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,35,3,0.6124016046524048,0.5837513208389282,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,35,4,0.6124016046524048,0.5837513208389282,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,35,5,0.6124016046524048,0.5795252919197083,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,35,6,0.6124016046524048,0.579422116279602,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,35,7,0.6124016046524048,0.5795252919197083,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,35,8,0.6124016046524048,0.5338867902755737,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,35,9,0.6124016046524048,0.5781118273735046,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,40,0,0.6124016046524048,0.5795252919197083,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,40,1,0.6124016046524048,0.5795252919197083,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,40,2,0.6124016046524048,0.5837513208389282,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,40,3,0.6124016046524048,0.538689911365509,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,40,4,0.6124016046524048,0.5795252919197083,0.1,1
sentence-transformers/all-MiniLM-L6-v2,1200,120,baseline_en_core,neutron,baseline,en,40,5,0.6124016046524048,0.5837513208389282,0.1,1
