model,chunk_size,chunk_overlap,query_id,query,family,language,extra_docs,trial,top1_score,top10_mean_score,iaea_priority_top10,first_iaea_rank
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,5,0,0.6292886734008789,0.5828481912612915,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,5,1,0.6292886734008789,0.5881962776184082,0.6,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,5,2,0.6292886734008789,0.5803533792495728,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,5,3,0.6292886734008789,0.5828481912612915,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,5,4,0.6292886734008789,0.5803533792495728,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,5,5,0.6400536298751831,0.5946284532546997,0.7,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,5,6,0.6292886734008789,0.5803533792495728,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,5,7,0.6292886734008789,0.5855851769447327,0.8,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,5,8,0.6292886734008789,0.5803533792495728,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,5,9,0.6292886734008789,0.5881962776184082,0.6,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,10,0,0.6292886734008789,0.5803533792495728,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,10,1,0.7160492539405823,0.5959756374359131,0.9,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,10,2,0.6292886734008789,0.5803533792495728,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,10,3,0.6292886734008789,0.5900367498397827,0.5,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,10,4,0.6400536298751831,0.5986302495002747,0.4,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,10,5,0.6292886734008789,0.5828481912612915,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,10,6,0.6400536298751831,0.5963208079338074,0.6,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,10,7,0.6292886734008789,0.5828481912612915,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,10,8,0.6400536298751831,0.5946284532546997,0.7,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,10,9,0.7160492539405823,0.5982247591018677,0.8,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,15,0,0.6292886734008789,0.5833360552787781,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,15,1,0.6400536298751831,0.5986302495002747,0.4,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,15,2,0.7160492539405823,0.5982247591018677,0.8,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,15,3,0.7160492539405823,0.5987126231193542,0.8,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,15,4,0.6400536298751831,0.5968087315559387,0.6,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,15,5,0.6292886734008789,0.5803533792495728,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,15,6,0.6292886734008789,0.5881962776184082,0.6,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,15,7,0.6292886734008789,0.5803533792495728,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,15,8,0.7160492539405823,0.5959756374359131,0.9,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,15,9,0.6400536298751831,0.5946284532546997,0.7,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,20,0,0.7160492539405823,0.6037870645523071,0.5,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,20,1,0.6292886734008789,0.5833360552787781,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,20,2,0.6292886734008789,0.5828481912612915,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,20,3,0.6400536298751831,0.5963208079338074,0.6,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,20,4,0.6292886734008789,0.5881962776184082,0.6,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,20,5,0.6400536298751831,0.5995502471923828,0.3,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,20,6,0.6292886734008789,0.5881962776184082,0.6,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,20,7,0.6292886734008789,0.5828481912612915,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,20,8,0.6400536298751831,0.5986302495002747,0.4,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,20,9,0.6292886734008789,0.5803533792495728,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,25,0,0.7160492539405823,0.612189769744873,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,25,1,0.7160492539405823,0.6130040287971497,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,25,2,0.6400536298751831,0.5981613397598267,0.5,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,25,3,0.6292886734008789,0.5900367498397827,0.5,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,25,4,0.7160492539405823,0.6108008623123169,0.5,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,25,5,0.6292886734008789,0.5833360552787781,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,25,6,0.6400536298751831,0.5990623235702515,0.3,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,25,7,0.7160492539405823,0.612189769744873,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,25,8,0.7160492539405823,0.5982247591018677,0.8,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,25,9,0.7160492539405823,0.6047081351280212,0.4,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,30,0,0.6292886734008789,0.5855851769447327,0.8,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,30,1,0.7160492539405823,0.6130040287971497,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,30,2,0.7160492539405823,0.6125162243843079,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,30,3,0.7160492539405823,0.612189769744873,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,30,4,0.7160492539405823,0.6125162243843079,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,30,5,0.7160492539405823,0.6037870645523071,0.5,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,30,6,0.7160492539405823,0.6125162243843079,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,30,7,0.7160492539405823,0.6026763319969177,0.5,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,30,8,0.6400536298751831,0.5946284532546997,0.7,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,30,9,0.6400536298751831,0.5981613397598267,0.5,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,35,0,0.7160492539405823,0.611721932888031,0.4,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,35,1,0.6400536298751831,0.5990623235702515,0.3,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,35,2,0.7160492539405823,0.611721932888031,0.4,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,35,3,0.6400536298751831,0.5998765826225281,0.3,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,35,4,0.6400536298751831,0.5998765826225281,0.3,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,35,5,0.6292886734008789,0.5833360552787781,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,35,6,0.7160492539405823,0.6037870645523071,0.5,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,35,7,0.7160492539405823,0.611721932888031,0.4,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,35,8,0.7160492539405823,0.6047081351280212,0.4,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,35,9,0.6400536298751831,0.5998765826225281,0.3,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,40,0,0.7160492539405823,0.611721932888031,0.4,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,40,1,0.6400536298751831,0.5995502471923828,0.3,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,40,2,0.7160492539405823,0.6047081351280212,0.4,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,40,3,0.7160492539405823,0.612189769744873,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,40,4,0.6400536298751831,0.5998765826225281,0.3,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,40,5,0.6400536298751831,0.5986302495002747,0.4,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,40,6,0.7160492539405823,0.612189769744873,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,40,7,0.7160492539405823,0.611721932888031,0.4,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,40,8,0.7160492539405823,0.6125162243843079,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,40,9,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,45,0,0.7160492539405823,0.6125162243843079,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,45,1,0.7160492539405823,0.6047081351280212,0.4,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,45,2,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,45,3,0.7160492539405823,0.6037870645523071,0.5,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,45,4,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,45,5,0.7160492539405823,0.6130040287971497,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,45,6,0.6400536298751831,0.5990623235702515,0.3,2
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,45,7,0.7160492539405823,0.6130040287971497,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,45,8,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,45,9,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,50,0,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,50,1,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,50,2,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,50,3,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,50,4,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,50,5,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,50,6,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,50,7,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,50,8,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,50,9,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,51,0,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,51,1,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,51,2,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,51,3,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,51,4,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,51,5,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,51,6,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,51,7,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,51,8,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,baseline_en_phrase,neutron measurement current,baseline,en,51,9,0.7160492539405823,0.6130475401878357,0.3,3
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,0,0,0.583065390586853,0.5324676632881165,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,0,0.583065390586853,0.5324676632881165,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,1,0.583065390586853,0.5365388989448547,0.8,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,2,0.583065390586853,0.5382992625236511,0.8,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,3,0.583065390586853,0.5371695160865784,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,4,0.583065390586853,0.5324676632881165,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,5,0.5830653309822083,0.5338634252548218,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,6,0.583065390586853,0.5338634252548218,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,7,0.583065390586853,0.5324676632881165,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,8,0.587377667427063,0.55545574426651,0.2,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,5,9,0.583065390586853,0.5369642972946167,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,0,0.583065390586853,0.537070631980896,0.8,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,1,0.583065390586853,0.5489212870597839,0.6,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,2,0.583065390586853,0.5385786294937134,0.7,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,3,0.583065390586853,0.5425237417221069,0.8,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,4,0.583065390586853,0.5369642972946167,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,5,0.583065390586853,0.5324676632881165,1.0,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,6,0.583065390586853,0.54156094789505,0.7,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,7,0.583065390586853,0.543613612651825,0.5,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,8,0.583065390586853,0.5387886762619019,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,10,9,0.583065390586853,0.5365388989448547,0.8,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,0,0.583065390586853,0.5421190857887268,0.6,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,1,0.587377667427063,0.5633302927017212,0.2,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,2,0.583065390586853,0.5459345579147339,0.5,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,3,0.587377667427063,0.5572656393051147,0.3,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,4,0.583065390586853,0.5427826046943665,0.5,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,5,0.583065390586853,0.5352931618690491,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,6,0.583065390586853,0.5350066423416138,0.9,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,7,0.583065390586853,0.5438885688781738,0.5,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,8,0.587377667427063,0.5572656393051147,0.3,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,15,9,0.583065390586853,0.5438187718391418,0.5,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,0,0.583065390586853,0.537115752696991,0.6,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,1,0.583065390586853,0.5531809329986572,0.2,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,2,0.583065390586853,0.5516179203987122,0.2,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,3,0.583065390586853,0.54156094789505,0.7,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,4,0.583065390586853,0.547065794467926,0.3,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,5,0.583065390586853,0.5468569397926331,0.3,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,6,0.583065390586853,0.5486195087432861,0.2,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,7,0.583065390586853,0.5412589311599731,0.6,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,8,0.583065390586853,0.5520938634872437,0.2,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,20,9,0.583065390586853,0.5526045560836792,0.3,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,0,0.587377667427063,0.5648593306541443,0.2,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,1,0.587377667427063,0.5601084232330322,0.2,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,2,0.583065390586853,0.5532280206680298,0.4,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,3,0.583065390586853,0.5499590635299683,0.4,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,4,0.583065390586853,0.5504294633865356,0.3,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,5,0.583065390586853,0.5450802445411682,0.4,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,6,0.583065390586853,0.5505334138870239,0.4,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,7,0.587377667427063,0.5612513422966003,0.2,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,8,0.583065390586853,0.5463672876358032,0.5,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,25,9,0.583065390586853,0.5453484654426575,0.3,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,0,0.587377667427063,0.5619327425956726,0.2,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,1,0.583065390586853,0.5482853651046753,0.4,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,2,0.583065390586853,0.5453961491584778,0.4,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,3,0.583065390586853,0.5523715019226074,0.4,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,4,0.583065390586853,0.5514954328536987,0.3,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,5,0.587377667427063,0.5617275834083557,0.2,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,6,0.583065390586853,0.5497003793716431,0.3,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,7,0.587377667427063,0.5648593306541443,0.2,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,8,0.587377667427063,0.5613638162612915,0.2,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,30,9,0.587377667427063,0.5594108700752258,0.2,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,0,0.583065390586853,0.553918182849884,0.2,1
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,1,0.587377667427063,0.5599026083946228,0.2,2
sentence-transformers/all-MiniLM-L6-v2,800,80,obs_spike_en,neutron current measurement repeated spike events,observation_derived,en,35,2,0.587377667427063,0.5596321821212769,0.2,2
